road,chainage,lrp,lat,lon,type,name,condition,Segment,Truck,Bus,Car,Motorbike,Bicycle,nrLanes,destination
N1,165.825,LRP166c_B,22.90971289,91.5289285,Bridge,BUMGAT BOXCULVERT,A,32,0,0,0,0,0,6,LRP169
N1,165.963,LRP169,22.9085833,91.5294993,KmPost,Km post missing,road,32,0,0,0,0,0,6,LRP169a
N1,166.427,LRP169a,22.9046667,91.5314438,Culvert,Box culvert,road,32,0,0,0,0,0,6,LRP167a_B
N1,166.479,LRP167a_B,22.9042463,91.53162978,Bridge,BOROYAR PARA SLUB CULVERT,A,32,0,0,0,0,0,6,LRP170
N1,166.963,LRP170,22.9003333,91.5333608,KmPost,Km post missing,road,32,0,0,0,0,0,6,LRP170a
N1,167.046,LRP170a,22.8994441,91.5336108,Others,End of Bituminous Pavment,road,32,0,0,0,0,0,6,LRP170b
N1,167.683,LRP170b,22.8939997,91.5346941,"SideRoad,Left",Road to Karerhat (R151),road,33,0.001,0.001,0.001,0.001,0.001,6,LRP170c
N1,167.796,LRP170c,22.8929719,91.5350274,Others,Start of Bituminious Pavement,road,33,0,0,0,0,0,6,LRP170d
N1,167.9,LRP170d,22.8921663,91.5353052,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP171
N1,167.963,LRP171,22.8916386,91.5354719,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP169a_B
N1,167.963,LRP169a_B,22.8916386,91.5354719,Bridge,BAROYARHAT BOX CULVERT,A,33,0,0,0,0,0,6,LRP172
N1,168.963,LRP172,22.8829993,91.5381663,KmPost / Culvert,Km post missing / Box culvert,road,33,0,0,0,0,0,6,LRP172b
N1,169.878,LRP172b,22.875166,91.5407219,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP171a_B
N1,169.933,LRP171a_B,22.87469869,91.54088366,Bridge,UTTOR SONAPAR BOX CULVERT,A,33,0,0,0,0,0,6,LRP173
N1,169.963,LRP173,22.8744438,91.5409719,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP173a
N1,170.125,LRP173a,22.8731382,91.5414441,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP171b_B
N1,170.174,LRP171b_B,22.87272203,91.54159588,Bridge,CHAIRMEN BARI BOX CULVERT,A,33,0,0,0,0,0,6,LRP173b
N1,170.681,LRP173b,22.868416,91.5431663,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP171c_B
N1,170.725,LRP171c_B,22.86805637,91.54329633,Bridge,MADDAM SONAPAR(1) BOX CULVERT,A,33,0,0,0,0,0,6,LRP174
N1,170.963,LRP174,22.8661111,91.5439997,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP174a
N1,171.539,LRP174a,22.86111772,91.54512585,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP172a_B
N1,171.554,LRP172a_B,22.86098769,91.54515517,Bridge,DHARBAR TILA CULVERT,A,33,0,0,0,0,0,6,LRP174b
N1,171.716,LRP174b,22.8595833,91.5454719,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP172b_B
N1,171.728,LRP172b_B,22.85948479,91.54548,Bridge,MADDUM SONAPHAR-3,A,33,0,0,0,0,0,6,LRP175
N1,171.963,LRP175,22.8575556,91.5456386,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP173a_B
N1,172.122,LRP173a_B,22.85605657,91.54571887,Bridge,MAMAFOUN ASTANA CULVERT,A,33,0,0,0,0,0,6,LRP175a
N1,172.128,LRP175a,22.856,91.5457219,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP173b_B
N1,172.23,LRP173b_B,22.85514753,91.54582218,Bridge,MAMAFAKIR ASTANA SLAB CULVERT,A,33,0,0,0,0,0,6,LRP175b
N1,172.241,LRP175b,22.8550556,91.545833,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP176
N1,172.963,LRP176,22.8486663,91.5463608,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP174a_B
N1,172.969,LRP174a_B,22.84861728,91.54637061,Bridge,MASTANNAGOR BONCUL(1),A,33,0,0,0,0,0,6,LRP176a
N1,172.98,LRP176a,22.8485274,91.5463886,Bridge,Bridge start,road,33,0,0,0,0,0,6,LRP176b
N1,172.99,LRP176b,22.8484441,91.5464163,Bridge,Bridge end,road,33,0,0,0,0,0,6,LRP174b_B
N1,173.35,LRP174b_B,22.84539149,91.54746892,Bridge,MUSTAU NOGAR(2),A,33,0,0,0,0,0,6,LRP176c
N1,173.37,LRP176c,22.8452219,91.5475274,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP174c_B
N1,173.585,LRP174c_B,22.84345514,91.54814956,Bridge,MASTARI HAGOR 3 CULVERT,A,33,0,0,0,0,0,6,LRP176d
N1,173.61,LRP176d,22.8432497,91.5482219,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP175a_B
N1,173.859,LRP175a_B,22.84109433,91.5488097,Bridge,MUSTAN NAGAR -4,A,33,0,0,0,0,0,6,LRP177
N1,173.963,LRP177,22.8401941,91.5490552,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP177a
N1,174.277,LRP177a,22.8372497,91.5492497,Culvert,Pipe culvert,road,33,0,0,0,0,0,6,LRP175b_B
N1,174.804,LRP175b_B,22.83274677,91.5501035,Bridge,RAIPUR BOX CUL-1,A,33,0,0,0,0,0,6,LRP178
N1,174.963,LRP178,22.8313882,91.5503611,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP176a_B
N1,175.013,LRP176a_B,22.83096134,91.55050285,Bridge,RAIPUR (2) BOX CULVERT,A,33,0,0,0,0,0,6,LRP176b_B
N1,175.785,LRP176b_B,22.82437066,91.55269155,Bridge,PURPU DURGAPURE BOX CUL,C,33,0,0,0,0,0,6,LRP178a
N1,175.835,LRP178a,22.8239438,91.5528333,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP179
N1,175.963,LRP179,22.8228049,91.5531389,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP180
N1,176.963,LRP180,22.8141389,91.5555833,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP179a_B
N1,177.247,LRP179a_B,22.81156344,91.55625621,Bridge,MUCHIPOOL CULVERT,B,33,0,0,0,0,0,6,LRP180a
N1,177.303,LRP180a,22.8110556,91.5563889,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP180b
N1,177.709,LRP180b,22.808,91.5579167,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP180c
N1,177.961,LRP180c,22.8059722,91.5589167,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP181
N1,177.963,LRP181,22.8059444,91.5589167,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP181a
N1,178.118,LRP181a,22.8045833,91.5591111,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP182
N1,178.963,LRP182,22.7974719,91.5613611,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP181a_B
N1,179.363,LRP181a_B,22.79418135,91.56296126,Bridge,MIRSARAI BOX CUL,A,33,0,0,0,0,0,6,LRP182a
N1,179.456,LRP182a,22.7934163,91.5633333,Culvert,Box Culvert,road,33,0,0,0,0,0,6,LRP182b
N1,179.928,LRP182b,22.7896108,91.5654444,Culvert,Box culvert,road,33,0,0,0,0,0,6,LRP183
N1,179.963,LRP183,22.7893608,91.5655833,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP182a_B
N1,180.85,LRP182a_B,22.78219689,91.56910257,Bridge,MIRAISORI BRIDGE,B,33,0,0,0,0,0,6,LRP183a
N1,180.957,LRP183a,22.7813327,91.5695271,Bridge,Bridge start,road,33,0,0,0,0,0,6,LRP184
N1,180.963,LRP184,22.7812216,91.5695827,KmPost,Km post missing,road,33,0,0,0,0,0,6,LRP184a
N1,180.978,LRP184a,22.7811382,91.5696382,Bridge,Bridge end,road,33,0,0,0,0,0,6,LRP184b
N1,181.464,LRP184b,22.7771104,91.5713327,"SideRoad,Left",Road to Narayanhat (Z1021),road,34,0.001,0.001,0.001,0.001,0.001,6,LRP183b_B
N1,181.825,LRP183b_B,22.77419709,91.57287375,Bridge,Mirsorai(2) box culvert,A,34,0,0,0,0,0,6,LRP184c
N1,181.939,LRP184c,22.7732771,91.5733604,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP185
N1,181.963,LRP185,22.7730271,91.5734716,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP184a_B
N1,182.318,LRP184a_B,22.77025167,91.57509052,Bridge,IANAINIPOL BOX CULVERT.,A,34,0,0,0,0,0,6,LRP185a
N1,182.432,LRP185a,22.7693604,91.5756104,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP185b
N1,182.434,LRP185b,22.7661944,91.5779993,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP186
N1,182.963,LRP186,22.7654722,91.5785549,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP185a_B
N1,183.296,LRP185a_B,22.76306269,91.58045388,Bridge,BOKIMTOLA BOX CULVERT,A,34,0,0,0,0,0,6,LRP186a
N1,183.416,LRP186a,22.7621944,91.5811382,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP187
N1,183.963,LRP187,22.7585278,91.5845274,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP186a_B
N1,184.654,LRP186a_B,22.75356532,91.58860042,Bridge,VARTAKA BOX CULVERT,A,34,0,0,0,0,0,6,LRP187a
N1,184.783,LRP187a,22.7526389,91.5893608,Bridge,Bridge start,road,34,0,0,0,0,0,6,LRP187b
N1,184.806,LRP187b,22.7525,91.5894719,Bridge,Bridge end,road,34,0,0,0,0,0,6,LRP188
N1,184.963,LRP188,22.7513333,91.5903608,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP187a_B
N1,185.058,LRP187a_B,22.75063935,91.59088404,Bridge,VARTAGIA BOX CULVERT,A,34,0,0,0,0,0,6,LRP188a
N1,185.195,LRP188a,22.7496386,91.5916386,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP187b_B
N1,185.842,LRP187b_B,22.74451365,91.59439989,Bridge,BOTHAGIA (-3) BOX CULVERT,B,34,0,0,0,0,0,6,LRP189
N1,185.963,LRP189,22.7435552,91.5949163,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP189a
N1,185.995,LRP189a,22.7433052,91.5950274,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP190
N1,186.963,LRP190,22.7349997,91.5979441,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP190a
N1,186.975,LRP190a,22.7349163,91.5979719,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP191
N1,187.963,LRP191,22.7263882,91.6007778,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP190a_B
N1,188.35,LRP190a_B,22.72331676,91.60243314,Bridge,NIAZAMPUR BOX CULVERT,A,34,0,0,0,0,0,6,LRP191a
N1,188.502,LRP191a,22.7221104,91.6030833,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP192
N1,188.963,LRP192,22.7185549,91.6053056,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP191a_B
N1,189.058,LRP191a_B,22.71782439,91.60576233,Bridge,MIRJAPUR BOX CULVERT,A,34,0,0,0,0,0,6,LRP191b_B
N1,189.13,LRP191b_B,22.71727073,91.60610848,Bridge,MIRZAPUR (2) BOX CULVERT,A,34,0,0,0,0,0,6,LRP192a
N1,189.223,LRP192a,22.7165556,91.6065556,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP192b
N1,189.298,LRP192b,22.716,91.6069167,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP193
N1,189.513,LRP193,22.7143889,91.6079444,KmPost,"Ctg 52 km,Sitakhada 12 km",road,34,0,0,0,0,0,6,LRP191c_B
N1,189.58,LRP191c_B,22.71387274,91.60823522,Bridge,ISAMATI BOX CULVERT,C,34,0,0,0,0,0,6,LRP193a
N1,189.769,LRP193a,22.7124167,91.6090556,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP193b
N1,190.376,LRP193b,22.7076111,91.6118056,Culvert,Box Culvert,road,34,0,0,0,0,0,6,LRP194
N1,190.513,LRP194,22.7065556,91.6123611,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP194a
N1,190.581,LRP194a,22.706,91.6126944,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP194b
N1,190.923,LRP194b,22.7033056,91.6142222,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP193a_B
N1,191.107,LRP193a_B,22.7018165,91.61497346,Bridge,DUKHIN UTHPAR BOX CULVERT,A,34,0,0,0,0,0,6,LRP194c
N1,191.304,LRP194c,22.7002222,91.6157778,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP195
N1,191.524,LRP195,22.6984997,91.616666,KmPost,"Ctg 50 km,Sitakanda 10 km",road,34,0,0,0,0,0,6,LRP195a
N1,192.308,LRP195a,22.6919719,91.6198604,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP194a_B
N1,192.408,LRP194a_B,22.69125171,91.62016906,Bridge,VANGGARPOL BOX CULVERT,A,34,0,0,0,0,0,6,LRP196
N1,192.524,LRP196,22.6904163,91.6205271,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP196a
N1,192.622,LRP196a,22.689583,91.6208327,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP195a_B
N1,192.95,LRP195a_B,22.68686976,91.62203858,Bridge,BORO KAMALDA BOX CULVERT,A,34,0,0,0,0,0,6,LRP196b
N1,193.166,LRP196b,22.685083,91.6228327,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP197
N1,193.483,LRP197,22.6825549,91.6241938,KmPost,"Ctg 48 km,Sitakanda 8 km",road,34,0,0,0,0,0,6,LRP196a_B
N1,194.149,LRP196a_B,22.6769773,91.62681695,Bridge,TARAT BOX CULVERT,A,34,0,0,0,0,0,6,LRP197a
N1,194.153,LRP197a,22.6769438,91.6268327,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP197b
N1,194.384,LRP197b,22.6751382,91.6274438,Culvert,Box culvert,road,34,0,0,0,0,0,6,LRP198
N1,194.483,LRP198,22.6743049,91.6277493,KmPost,Km post missing,road,34,0,0,0,0,0,6,LRP198a
N1,194.603,LRP198a,22.6733049,91.6280827,"SideRoad,Left",Road to Haidchokia (Z1086),road,35,4366,833,-53,1251,123,6,LRP198b
N1,194.734,LRP198b,22.6722493,91.6285271,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP197a_B
N1,194.998,LRP197a_B,22.66995944,91.62935317,Bridge,Tarial Bazar Culvert,A,35,0,0,0,0,0,6,LRP198c
N1,195.24,LRP198c,22.6678604,91.6301104,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP197b_B
N1,195.501,LRP197b_B,22.6657839,91.63112936,Bridge,MIRJA PUR (3) BOX CULVERT,A,35,0,0,0,0,0,6,LRP199
N1,195.61,LRP199,22.6649167,91.6315549,KmPost,"Ctg 46 km,Sitakanda 6 km",road,35,0,0,0,0,0,6,LRP199a
N1,195.748,LRP199a,22.6638333,91.6321382,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP198a_B
N1,196.038,LRP198a_B,22.66159568,91.63352574,Bridge,SATU DURUAR HAT BOX CULVERT,A,35,0,0,0,0,0,6,LRP199b
N1,196.288,LRP199b,22.6596667,91.6347219,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP200
N1,196.61,LRP200,22.6571389,91.636333,KmPost,Km post missing,road,35,0,0,0,0,0,6,LRP199a_B
N1,196.925,LRP199a_B,22.65471243,91.63792618,Bridge,RONA SORA CULVERT,A,35,0,0,0,0,0,6,LRP200a
N1,196.967,LRP200a,22.6543889,91.6381386,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP200b
N1,197.176,LRP200b,22.6527778,91.6391663,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP199b_B
N1,197.39,LRP199b_B,22.65107095,91.64003412,Bridge,NUNA CHARA BOX CULVERT,A,35,0,0,0,0,0,6,LRP201
N1,197.587,LRP201,22.6494997,91.640833,KmPost,"Ctg 44 km,Sitakanda 4 km",road,35,0,0,0,0,0,6,LRP201a
N1,197.654,LRP201a,22.6489997,91.6411108,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP199c_B
N1,197.846,LRP199c_B,22.64745611,91.64191712,Bridge,BOTTOL BOX CULVERT,A,35,0,0,0,0,0,6,LRP201b
N1,198.117,LRP201b,22.6452774,91.6430552,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP202
N1,198.587,LRP202,22.641583,91.6451108,KmPost,Km post missing,road,35,0,0,0,0,0,6,LRP201a_B
N1,199.279,LRP201a_B,22.63609659,91.64820924,Bridge,KACHAI PATH BOX CULVERT,A,35,0,0,0,0,0,6,LRP201b_B
N1,199.502,LRP201b_B,22.63432857,91.64920773,Bridge,KACHAI POTTI BOX CULVERT,A,35,0,0,0,0,0,6,LRP202a
N1,199.561,LRP202a,22.6338608,91.6494719,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP203
N1,199.648,LRP203,22.6330827,91.649833,KmPost,"Ctg 42 km,Sitakanda 2 km",road,35,0,0,0,0,0,6,LRP203a
N1,199.783,LRP203a,22.6320271,91.6503889,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP202a_B
N1,200.277,LRP202a_B,22.62816664,91.65275783,Bridge,EGOL PUR BOX CULVERT,A,35,0,0,0,0,0,6,LRP203b
N1,200.565,LRP203b,22.625916,91.6541389,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP202b_B
N1,200.575,LRP202b_B,22.62583234,91.65418576,Bridge,UTTOR SITAKONDO BAZAR BOX CULVERT,B,35,0,0,0,0,0,6,LRP204
N1,200.648,LRP204,22.6252216,91.6545278,KmPost,Km post missing,road,35,0,0,0,0,0,6,LRP204a
N1,200.867,LRP204a,22.6234716,91.6553056,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP203a_B
N1,200.918,LRP203a_B,22.62304617,91.65546725,Bridge,SITAKUNDA SLAB,A,35,0,0,0,0,0,6,LRP204b
N1,201.2,LRP204b,22.6206938,91.6563611,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP204c
N1,201.363,LRP204c,22.6194993,91.6568889,Bridge,Bridge start,road,35,0,0,0,0,0,6,LRP204d
N1,201.383,LRP204d,22.6180271,91.6578333,Bridge / Culvert,Bridge end / Box culvert,road,35,0,0,0,0,0,6,LRP203b_B
N1,201.52,LRP203b_B,22.61775635,91.65805894,Bridge,MOHADAB PUR BOX CULVERT,A,35,0,0,0,0,0,6,LRP204f
N1,201.636,LRP204f,22.6175271,91.65825,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP205
N1,201.727,LRP205,22.6169716,91.65875,KmPost,"Ctg 40 km,Sitakanda 0 km",road,35,0,0,0,0,0,6,LRP205a
N1,201.743,LRP205a,22.6168604,91.6588611,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP204a_B
N1,201.999,LRP204a_B,22.61498997,91.66026705,Bridge,PURBOMOHADAB PUR SLAB CULVERT(L),A,35,0,0,0,0,0,6,LRP205b
N1,202.355,LRP205b,22.6123889,91.6622222,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP205a_B
N1,202.435,LRP205a_B,22.61175567,91.66256867,Bridge,MADICAL MORE CULVERT,A,35,0,0,0,0,0,6,LRP206
N1,202.727,LRP206,22.6094444,91.6638333,KmPost,Km post missing,road,35,0,0,0,0,0,6,LRP206a
N1,202.799,LRP206a,22.6088889,91.6641111,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP206a_B
N1,203.457,LRP206a_B,22.60383944,91.66737456,Bridge,DOKHIN MOHADEB PUR BOX CULVERT,A,35,0,0,0,0,0,6,LRP206b_B
N1,203.651,LRP206b_B,22.60235069,91.66833673,Bridge,KALIAVA BOX CULVERT,B,35,0,0,0,0,0,6,LRP207
N1,203.751,LRP207,22.6015833,91.6688327,KmPost,Ctg 38 km,road,35,0,0,0,0,0,6,LRP207a
N1,203.881,LRP207a,22.601,91.6692771,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP207b
N1,203.996,LRP207b,22.6000556,91.6699438,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP207c
N1,204.045,LRP207c,22.5994441,91.6703049,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP206c_B
N1,204.342,LRP206c_B,22.59716658,91.67181921,Bridge,SKM BOX CULVERT(1),B,35,0,0,0,0,0,6,LRP207d
N1,204.726,LRP207d,22.5942219,91.6737771,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP208
N1,204.751,LRP208,22.5939997,91.6738327,KmPost,Km post missing,road,35,0,0,0,0,0,6,LRP207a_B
N1,204.765,LRP207a_B,22.59388818,91.67388894,Bridge,HATILOTA BOX CULVERT,A,35,0,0,0,0,0,6,LRP208a
N1,205.159,LRP208a,22.5907497,91.6754716,Culvert,Box culvert,road,35,0,0,0,0,0,6,LRP208a_B
N1,205.615,LRP208a_B,22.58703502,91.67704447,Bridge,BAROCONDO BRIDGE,C,35,0,0,0,0,0,6,LRP209
N1,205.916,LRP209,22.584583,91.6780827,KmPost,Info.Missing,road,35,0,0,0,0,0,6,LRP209a
N1,206.033,LRP209a,22.5836663,91.6784716,Bridge,Bridge start,road,35,0,0,0,0,0,6,LRP209b
N1,206.059,LRP209b,22.5834997,91.6785827,Bridge,Bridge end,road,35,0,0,0,0,0,6,LRP208d_B
N1,206.3,LRP208d_B,22.58150867,91.67953904,Bridge,BAROGINDO CULVERT,A,35,0,0,0,0,0,6,LRP209c
N1,206.402,LRP209c,22.580666,91.6799438,"SideRoad,Left",Road to Katirhat (Z1087),road,36,0.001,0.001,0.001,0.001,0.001,6,LRP209d
N1,206.733,LRP209d,22.5779438,91.6811382,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP209a_B
N1,206.866,LRP209a_B,22.57679302,91.68162274,Bridge,BARO-CUNDHOW BOX CULVERT,A,36,0,0,0,0,0,6,LRP210
N1,206.916,LRP210,22.5763604,91.6818049,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP210a
N1,207.293,LRP210a,22.5731938,91.6830827,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP210b
N1,207.311,LRP210b,22.5730549,91.6831938,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP210a_B
N1,207.64,LRP210a_B,22.57029059,91.68400967,Bridge,PHPMORE BON CULVERT,A,36,0,0,0,0,0,6,LRP210b_B
N1,207.913,LRP210b_B,22.56799681,91.68468666,Bridge,CHARA KANDI BOX CULVERT,A,36,0,0,0,0,0,6,LRP211
N1,207.916,LRP211,22.5679716,91.6846941,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP211a
N1,208.094,LRP211a,22.5664722,91.6851663,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP210d_B
N1,208.1,LRP210d_B,22.56642129,91.68518266,Bridge,R. R TEXTAIL BOX CULVERT,A,36,0,0,0,0,0,6,LRP211b
N1,208.369,LRP211b,22.5641389,91.6859163,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP211c
N1,208.383,LRP211c,22.564,91.6859441,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP211d
N1,208.6,LRP211d,22.5624722,91.6863608,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP212
N1,208.916,LRP212,22.5594444,91.6872219,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP211a_B
N1,209.024,LRP211a_B,22.55852109,91.68750624,Bridge,OHIDPUR BOX CULVERT,A,36,0,0,0,0,0,6,LRP212a_B
N1,209.514,LRP212a_B,22.55433198,91.68879631,Bridge,BARSH BARIA BRIDGE,B,36,0,0,0,0,0,6,LRP213
N1,209.855,LRP213,22.5514167,91.6896941,KmPost,Ctg 32 km,road,36,0,0,0,0,0,6,LRP213a
N1,209.999,LRP213a,22.5503056,91.6902774,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP213b
N1,210.03,LRP213b,22.5501667,91.6903886,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP213a_B
N1,210.476,LRP213a_B,22.54677272,91.69262606,Bridge,SOUTH BALSH KHALI BOX CULVERT,A,36,0,0,0,0,0,6,LRP213b_B
N1,210.776,LRP213b_B,22.54448978,91.69413108,Bridge,DOKHIN BASH-KHALI BOX CULVERT,A,36,0,0,0,0,0,6,LRP214
N1,210.855,LRP214,22.5438886,91.6945274,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP214a
N1,210.974,LRP214a,22.5428608,91.6950274,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP214a_B
N1,211.433,LRP214a_B,22.53903002,91.69654527,Bridge,SOTTANA MONDIR CULVERT,A,36,0,0,0,0,0,6,LRP215
N1,211.856,LRP215,22.5354997,91.6979441,KmPost,Ctg 30 km,road,36,0,0,0,0,0,6,LRP215a
N1,211.946,LRP215a,22.5347774,91.698333,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP215a_B
N1,212.483,LRP215a_B,22.5303678,91.70046412,Bridge,GULAM JUTE MILE BOX CULVERT,A,36,0,0,0,0,0,6,LRP216
N1,212.856,LRP216,22.5273049,91.7019444,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP215b_B
N1,213.386,LRP215b_B,22.52293592,91.70383662,Bridge,KYSTELGATE ARCH,B,36,0,0,0,0,0,6,LRP216a
N1,213.813,LRP216a,22.519416,91.7053611,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP216b
N1,213.831,LRP216b,22.51926541,91.70540328,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP217
N1,213.896,LRP217,22.5187216,91.7055556,KmPost,Ctg 28 km,road,36,0,0,0,0,0,6,LRP217a
N1,214.172,LRP217a,22.5165556,91.7065833,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP217b
N1,214.217,LRP217b,22.5161667,91.70675,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP217c
N1,214.399,LRP217c,22.5147222,91.7074444,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP217d
N1,214.593,LRP217d,22.5131389,91.7080833,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP217e
N1,214.634,LRP217e,22.5127778,91.7082222,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP217a_B
N1,214.807,LRP217a_B,22.51134712,91.70879079,Bridge,BORO KUMIRA BRIDGE,C,36,0,0,0,0,0,6,LRP218
N1,214.896,LRP218,22.5106111,91.7090833,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP218a
N1,215.04,LRP218a,22.5094444,91.7096389,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP218b
N1,215.052,LRP218b,22.5093611,91.7096944,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP218c
N1,215.291,LRP218c,22.5074444,91.7105556,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP218d
N1,215.309,LRP218d,22.5073056,91.7106389,Bridge,Bridge end,road,36,0,0,0,0,0,6,LRP218a_B
N1,215.467,LRP218a_B,22.50602204,91.71128482,Bridge,ROYL CIMINT GATE CULVETRT,A,36,0,0,0,0,0,6,LRP218e
N1,215.839,LRP218e,22.503,91.7128056,Culvert,Box culvert,road,36,0,0,0,0,0,6,LRP219
N1,215.896,LRP219,22.5025556,91.7130556,KmPost,Km post missing,road,36,0,0,0,0,0,6,LRP218b_B
N1,216.196,LRP218b_B,22.50008583,91.71415049,Bridge,GORA MARA RCC GIRDER BRIDGE,A,36,0,0,0,0,0,6,LRP219a
N1,216.581,LRP219a,22.4969163,91.7155556,Bridge,Bridge start,road,36,0,0,0,0,0,6,LRP219b
